full_name,name,brand,category,description,abv,serving_ml,alcohol_ml,alcohol_grams,abv_suspicious,missing_taste_profile,abv_outlier,recommendable,image_url,source_dataset,dataset_version,astringency,body,bitter,sweet,sour,salty,fruits,hoppy,spices,malty
Arcense Stoombierbouwerij (Hertog Jan Brouwerij) Hertog Jan Grand Prestige,Hertog Jan Grand PrestigeArcense Stoombierbouwerij (Hertog Jan Brouwerij),Arcense Stoombierbouwerij (Hertog Jan Brouwerij),Quadrupel (Quad),,10.0,375.0,37.5,29.587500000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,10,40,15,97,31,0,68,15,24,53
Arcobräu Gräfliches Brauhaus Arcobräu Zwickl Lager,Arcobräu Zwickl Lager,Arcobräu Gräfliches Brauhaus,Lager - Kellerbier / Zwickelbier,Also known as Arcobräu Zwicklbier,5.2,375.0,19.5,15.3855,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,36,51,34,33,28,5,33,49,8,86
Asahi Breweries Ltd Asahi Black (Kuronama),Asahi Black (Kuronama),Asahi Breweries Ltd,Lager - Munich Dunkel,"""a premium dark ale.""",5.0,375.0,18.75,14.793750000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,16,43,42,45,18,0,26,25,14,80
Asahi Breweries Ltd Asahi Draft (Jukusen),Asahi Draft (Jukusen),Asahi Breweries Ltd,Lager - Japanese Rice,,5.0,375.0,18.75,14.793750000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,32,26,28,14,11,0,7,30,1,44
Asahi Breweries Ltd Asahi Honnama Aqua Blue,Asahi Honnama Aqua Blue,Asahi Breweries Ltd,Happoshu,,5.0,375.0,18.75,14.793750000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,7,7,2,2,6,0,3,4,2,11
Asahi Breweries Ltd Asahi Honnama Clear Black,Asahi Dry Black,Asahi Breweries Ltd,Lager - European Dark,,5.5,375.0,20.625,16.273125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,18,34,15,15,8,0,6,17,5,40
Asahi Breweries Ltd Asahi Honnama Gold,Asahi Honnama Gold,Asahi Breweries Ltd,Happoshu,,5.5,375.0,20.625,16.273125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,0,2,4,3,0,0,1,4,0,4
Asahi Breweries Ltd Asahi Honnama Red,Asahi Honnama Red,Asahi Breweries Ltd,Happoshu,,5.5,375.0,20.625,16.273125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,13,16,11,16,1,0,0,11,0,38
Asahi Breweries Ltd Asahi Orion,Asahi Orion,Asahi Breweries Ltd,Lager - Japanese Rice,,5.0,375.0,18.75,14.793750000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,2,0,1,2,4,0,1,3,0,4
Asahi Breweries Ltd Asahi Premium,Asahi Dry Premium,Asahi Breweries Ltd,Lager - Japanese Rice,,6.0,375.0,22.5,17.7525,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,5,2,3,2,1,0,2,3,0,6
Asahi Breweries Ltd Asahi Shinnama,Asahi Shinnama,Asahi Breweries Ltd,Happoshu,,5.0,375.0,18.75,14.793750000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,3,4,4,1,1,0,1,4,0,6
Asahi Breweries Ltd Asahi Strong Off,Asahi Strong Off,Asahi Breweries Ltd,Happoshu,,7.0,375.0,26.25,20.71125,False,True,False,False,,beer_profile_and_ratings.csv,raw-2026-08-11,0,0,0,0,0,0,0,0,0,0
Asahi Breweries Ltd Asahi Super Dry,Asahi Super Dry,Asahi Breweries Ltd,Lager - Japanese Rice,"Asahi Super Dry was a direct result of extensive market research which indicated a consumer preference for a more palatable beer with less maltiness, relatively high alcohol content and a light aftertaste, that paired well with the changing Japanese diet. With this insight Asahi used its brewing knowledge to develop a beer with a crisp bite, refreshing taste and clear finish to satisfied this requirement. Code named project FX, Asahi engineered a highly attenuated, highly carbonated pilsner. The later renamed product, Super Dry began sales on March 17th 1987 and gave birth to the dry beer category. The market success spawned similar competitor products and initiated what was known as the “Dry Wars” in Japan and a brief marketing fad for dry beers internationally. However Asahi has stood the test of time and now years later Super Dry continues it legacy as the world’s premier dry beer. Special Yeast - Asahi # 318 is the proprietary ingredient used to give Super Dry its “dryness”. This special strand of yeast produces high attenuation during fermentation in conjunction with the choice grains.Finest Ingredients – Asahi uses select grains and hops sourced worldwide based on strict criteria to maintain flavor consistency and promote sustainability. Barely with high starch content and both noble style bitter and fine aroma hops are key contributors to Super Dry’s smooth taste. ABV 4.9-5.2% (Depends on package type and location)IBU 20SRM 4",5.0,375.0,18.75,14.793750000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,54,23,26,24,5,2,4,36,8,64
Asahi Breweries Ltd Clear Asahi,Clear Sakura Beer,Asahi Breweries Ltd,Happoshu,,5.0,375.0,18.75,14.793750000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,4,13,6,12,5,0,5,10,0,26
Asheville Brewing Company Fire Escape,Fire Escape,Asheville Brewing Company,Chile Beer,,5.5,375.0,20.625,16.273125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,13,11,9,16,9,5,9,16,50,26
Asia Pacific Breweries Ltd. Tiger Beer,Tiger Beer,Asia Pacific Breweries Ltd.,Lager - European Pale,"Tiger was born on the hot streets of Singapore – the tropical island city state – a busy trading destination and melting pot of Asian, Indian, and British influences and culture. The ‘tropical lagering’ process brews a bravely creative and unpretentious lager. The result is the intensely refreshing, full-bodied taste of one of the world’s fastest growing premium beers.",5.0,375.0,18.75,14.793750000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,30,40,24,49,15,6,17,53,9,81
Atwater Block Brewery Atwater Bourbon Barrel Aged Shaman's Porter,Bourbon Barrel Aged Shaman's Porter,Atwater Block Brewery,Porter - Baltic,,6.8,375.0,25.5,20.119500000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,13,80,49,62,36,0,26,32,27,143
Atwater Block Brewery Atwater Maibock,Maibock,Atwater Block Brewery,Bock - Maibock,,7.5,375.0,28.125,22.190625,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,17,59,38,59,21,0,35,64,6,102
Atwater Block Brewery Atwater Vanilla Java Porter,Vanilla Java Porter (VJP),Atwater Block Brewery,Porter - American,,5.0,375.0,18.75,14.793750000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,4,45,68,34,1,0,1,17,59,109
Atwater Block Brewery Atwater Voodoovator,Voodoovator,Atwater Block Brewery,Bock - Doppelbock,,9.5,375.0,35.625,28.108125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,15,89,62,127,18,2,60,48,4,165
Atwater Block Brewery Atwater Winter Bock,Winterbock,Atwater Block Brewery,Bock - Traditional,,7.5,375.0,28.125,22.190625,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,13,44,39,91,27,0,33,41,13,110
Atwater Block Brewery Dirty Blonde Ale,Dirty Blonde Ale,Atwater Block Brewery,Wheat Beer - American Pale,From mild to wild this one’s the perfect companion for whatever you’re up for. Crisp wheat smoothness gives way to a touch of coriander snap and a kiss of sweet orange peel perk that lingers on your lips. With a beautiful cloudy golden hue and ample head this one makes you love her more with every pour.8 IBU,4.5,375.0,16.875,13.314375,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,15,20,18,15,39,1,44,27,12,28
Atwater Block Brewery Teufel Bock,Teufel Bock,Atwater Block Brewery,Bock - Weizenbock,Our Weizen Dopplebock is dominated with 60% wheat that imparts a nutty-bisquit flavour. It is complimented with Perle and Hersbrucker hops.20 IBU,10.9,375.0,40.875,32.250375,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,15,65,47,96,30,0,69,53,27,150
Atwater Block Brewery Uber Ursa Pils,Uber Ursa Pils,Atwater Block Brewery,Pilsner - Imperial,,6.8,375.0,25.5,20.119500000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,8,20,50,28,13,1,17,69,3,46
August Schell Brewing Company Barrel Aged Schmaltz's Alt,Schell's Schmaltz's Alt,August Schell Brewing Company,Altbier,"One of Warren's favorite pastimes back in the 30's was a trip to the city dump to shoot rats–so much that it was a common date for him and his wife-to-be, Casey. The manager of the city dump was John Schmaltz–hence the nickname ""Schmaltz"" Marti. We hope you enjoy our Schmaltz's Alt, a creamy smooth dark alt brewed even better than before.",5.1,375.0,19.124999999999996,15.089624999999998,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,21,72,48,102,25,1,50,43,13,176
August Schell Brewing Company FireBrick,Schell's FireBrick,August Schell Brewing Company,Lager - Vienna,"FireBrick was introduced in 1999, and is named after the bricks that line Schell's old boilers. It is the culmination of an effort to bridge the gap between the ""popular-tasting"" beers and the heartier, hand-crafted ones.FireBrick is a refreshing all-malt lager with an amber-red hue that reflects the feeling of the brewery itself.It has been described by Ted Marti as having a ""subtle maltiness combined with a hint of hoppy taste that creates a mild, pleasantly drinkable beer."" It is made with four specialty malts, along with Vanguard, Chinook and Hallertau hops.",5.0,375.0,18.75,14.793750000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,11,35,42,40,12,0,10,55,16,85
August Schell Brewing Company Grain Belt Nordeast,Grain Belt Nordeast,August Schell Brewing Company,Lager - American Amber / Red,Grain Belt Nordeast is an American Amber lager and is the newest member to the Grain Belt Family. It has a light maltiness and hop aroma with a mild bitterness. Smooth taste with an excellent drinkability.,4.7,375.0,17.625,13.906125000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,9,17,22,26,7,0,6,29,2,64
August Schell Brewing Company Grain Belt Premium,Grain Belt Premium,August Schell Brewing Company,Lager - Adjunct,"Although the Grain Belt Premium recipe has changed hands over the years, one thing has remained the same–its legendary unique taste. And now that Premium is in the capable hands of a brewery with an even longer tradition than Grain Belt–the August Schell Brewery–may you rest assured that the flavor and heritage of Premium will live on forever.",4.7,375.0,17.625,13.906125000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,15,17,8,37,13,6,17,26,4,56
August Schell Brewing Company Oktoberfest,Schell's Oktoberfest,August Schell Brewing Company,Lager - Märzen / Oktoberfest,"The Oktoberfest or Marzen (March) type of beer was originally brewed in March, and laid down in caves before the summer weather rendered brewing impossible. Stocks would be drawn upon heavily during the summer, and exhausted by October.In Germany, this tradition has come to be associated with one specific style, Oktoberfest Bier. In keeping with true German tradition, August Schell Oktoberfest beer is brewed just once a year. Brewed with the perfect balance of Pale, Munich, and Cara Pils malt with Liberty and Perle hops to create a rich, smooth taste.",5.5,375.0,20.625,16.273125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,22,36,32,62,11,0,9,58,13,105
August Schell Brewing Company Schell's Bock,Schell's Bock,August Schell Brewing Company,Bock - Traditional,"Each year the promise of spring was confirmed as the first keg of Schell's Bock rolled onto waiting delivery wagons. And since 1860, Schell's Bock has continued in the true German tradition. Completely reformulated for 2009, Schell's Bock has replaced Caramel Bock as our late winter seasonal. Brewed with a harmonious blend of 10 different types of malt and noble hops, Schell's Bock is fermented slowly, and then lagered for an extended period of time to ensure a smooth finish. Perfect for passing even the coldest winter day.This dark amber colored beer sports a robust malt character.",6.1,375.0,22.875,18.048375,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,21,60,23,95,23,2,37,33,6,152
August Schell Brewing Company Schell's Dark,Schell's Dark,August Schell Brewing Company,Lager - American Amber / Red,This beer is dark because the barley is roasted longer– a flavorful lager that everyone will enjoy.,4.8,375.0,18.0,14.202,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,8,38,26,57,9,0,11,39,2,96
Austin Beerworks Battle Axe,Battle Axe,Austin Beerworks,Red Ale - Imperial,80 IBU,8.0,375.0,30.0,23.67,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,9,12,21,9,10,0,12,29,0,22
Austin Beerworks Black Thunder,Black Thunder,Austin Beerworks,Lager - Schwarzbier,,5.2,375.0,19.5,15.3855,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,23,70,61,47,9,0,6,41,4,127
Austin Beerworks Pearl Snap Pils,Pearl-Snap,Austin Beerworks,Pilsner - German,,5.3,375.0,19.875,15.681375000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,30,25,44,17,14,5,17,68,8,57
Avery Brewing Company Ale To The Chief,Ale To The Chief,Avery Brewing Company,Strong Ale - American,"Originally brewed to celebrate Inauguration Day, January 20, 2009, we elected to give Ale to the Chief a second term to commemorate the 2012 election!​ ​Not an “Imperial” pale ale, this is a democracy. It’s Presidential! Take the all-American pale ale, a bipartisan blend of malt and hops, increase both to Avery Brewing standards, and then, of c​​ourse, dry hop the result with that most quintessential of American hops, Cascades, and you get this…a brew worthy of the Oval Office!",8.75,375.0,32.8125,25.8890625,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,16,57,82,93,67,1,81,116,8,107
Avery Brewing Company Collaboration Not Litigation Ale,Collaboration Not Litigation Ale,Avery Brewing Company,Strong Ale - Belgian Dark,Collaboration with Russian River Brewing Company,8.72,375.0,32.7,25.800300000000004,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,10,49,11,101,21,0,51,17,39,61
Avery Brewing Company Ellie's Brown Ale,Ellie's Brown Ale,Avery Brewing Company,Brown Ale - American,"Chocolate malt gives this beer a brown sugar maltiness with hints of vanilla and nuts, while subtle hopping gives it an overall drinkability that’s second to none.IBUs: 17",5.5,375.0,20.625,16.273125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,10,48,40,48,3,0,5,31,9,98
Avery Brewing Company India Pale Ale (IPA),India Pale Ale (IPA),Avery Brewing Company,IPA - American,"A Colorado IPA with crisp, juicy, and resinous hops and a rich, malty finish.IBUs: 65",6.5,375.0,24.375,19.231875000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,16,33,53,33,49,3,56,94,3,41
Avery Brewing Company Joe's Premium American Pilsner,Joe's Premium American Pilsner,Avery Brewing Company,Lager - American,"""a contemporary rendition of a classic style. Hopped with purpose, Joe's is beautifully bitter and dry with an abundance of floral, Noble German hops. Uber-sessionable. Utterly American. This is Premium American Pilsner.""",4.7,375.0,17.625,13.906125000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,33,37,41,28,26,12,33,89,10,59
Avery Brewing Company Karma,Karma Belgian Style Pale Ale,Avery Brewing Company,Pale Ale - Belgian,,5.2,375.0,19.5,15.3855,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,29,43,18,108,65,1,93,23,27,70
Avery Brewing Company Maharaja,Maharaja,Avery Brewing Company,IPA - Imperial,"Maharaja is derived from the sanskrit words mahat, meaning “great”, and rajan, meaning “king”. Much like its namesake, this imperial IPA is regal, intense and mighty. With hops and malts as his servants, he rules both with a heavy hand. The Maharaja flaunts his authority over a deranged amount of hops: tangy, vibrant and pungent along with an insane amount of malted barley – fashioning a dark amber hue and exquisite malt essence. Welcome to his kingdom!The Maharaja is the second installment in our Dictator Series.102 IBUsABV varies slightly batch to batch.",10.2,375.0,38.24999999999999,30.179249999999996,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,13,25,59,49,60,1,56,83,5,57
Avery Brewing Company New World Porter,New World Porter,Avery Brewing Company,Porter - American,,6.7,375.0,25.125,19.823625,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,13,73,102,40,29,0,25,97,8,74
Avery Brewing Company Old Jubilation,Old Jubilation,Avery Brewing Company,Old Ale,,8.3,375.0,31.125000000000004,24.557625000000005,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,3,37,25,64,10,1,32,22,17,72
Avery Brewing Company Out Of Bounds Stout,Out Of Bounds Stout,Avery Brewing Company,Stout - American,,6.3,375.0,23.625,18.640125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,10,77,91,50,7,0,9,65,11,111
Avery Brewing Company Rumpkin,Rumpkin,Avery Brewing Company,Pumpkin Beer,"We wondered what would happen if a monstrous pumpkin ale, plump full of spicy gourdiness, were aged in fine fresh rum barrels to add suggestions of delicate oak and candied molasses. Rumpkin is what happened! This first member of the Annual Barrel-Aged Series was brewed with roasted pumpkins from a local Boulder County farm, and spiced with nutmeg, cinnamon, and ginger.",16.3,375.0,61.125,48.227625,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,7,40,13,83,11,0,72,5,79,53
Avery Brewing Company The Kaiser,The Kaiser,Avery Brewing Company,Lager - Märzen / Oktoberfest,"The Kaiser once said, “Give me a woman who loves beer and I will conquer the world.” If the Kaiser and his significant other had tipped this bottle, we’d all be “sprechenden Deutsch!” We took all that is good in a traditional Oktoberfest – gorgeous, deep copper sheen, massive malty backbone and spicy, floral, pungent Noble hops – then intensified each into this, an Imperial Oktoberfest.",8.0,375.0,30.0,23.67,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,9,38,30,76,18,0,23,44,16,110
Avery Brewing Company The Reverend,The Reverend,Avery Brewing Company,Quadrupel (Quad),"Beer Style: Belgian Style Quadrupel AleHop Variety: SterlingMalt Variety: Two-row barley, Aromatic malt, Cara-45, Cara-20, Special BSugars: Belgian Candy SugarOG: 1.085 ABV: 10.0% IBUs: 24 Color: TawnyThe Reverend, was created in tribute to the life of our friend Tom Boogaard’s grandfather, an ordained Episcopal Reverend. Tom was inspired by the life of his grandfather and wanted to create a tribute beer that contained his sterling traits. True to the spirit and character of the departed Reverend, this beer is strong willed, assertive, and pure of heart.Our brewers included as many authentic imported Belgian specialty malts as they could, making this the perfect beer for folks who love malty beers and are ready to take the next step. A divinely complex and beautifully layered beer with hints of dark cherries, currants, and molasses, complimented by an underlying spiciness. Sinfully smooth considering the high alcohol content.The Reverend is the second installment of “The Holy Trinity of Ales” series.Food pairing: Try The Reverend with a gyro or paired with our favorite: steamed spicy saffron mussels.",10.0,375.0,37.5,29.587500000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,6,48,21,129,41,0,86,18,20,71
Avery Brewing Company White Rascal,White Rascal,Avery Brewing Company,Wheat Beer - Witbier,22 IBU,5.6,375.0,21.0,16.569,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,6,22,9,7,38,1,46,19,23,27
Aviator Brewing Company HotRod Red,Hot Rod Red,Aviator Brewing Company,Red Ale - Irish,,6.1,375.0,22.875,18.048375,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,17,45,62,54,9,0,17,84,7,122
Aviator Brewing Company Steamhead,Steamhead,Aviator Brewing Company,California Common / Steam Beer,,5.8,375.0,21.75,17.16075,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,9,18,24,26,15,1,9,34,1,43
B.W. Beer Works USA The Raven Special Lager,The Raven Special Lager,B.W. Beer Works USA,Lager - Vienna,"The Raven Special Lager is a perfect balanced lager beer that goes well with any kind of food, but particularly with spicy food or when you just want to sit down and enjoy a beer with friends. With a shot of Woodford Reserve chased with chilled Raven is a near perfect combination. The rich golden colored beer is an exceptionally smooth Southern German lager, somewhat malty but well balanced between the hops and malt. Experiencing the clean finish and pleasant lingering aftertaste of The Raven Special Lager, one can truly say that The Taste Is Poetic.18 IBU",5.25,375.0,19.6875,15.533437500000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,24,30,26,54,17,1,18,37,11,92
BFM Brasserie Des Franches-Montagnes Abbaye De Saint Bon-Chien,Abbaye De Saint Bon-ChienBFM (Brasserie des Franches-Montagnes),BFM Brasserie Des Franches-Montagnes,Farmhouse Ale - Bière de Garde,"The Abbey of Saint Bon-Chien, winey, tart and complex, matured - slowly - in oak barrels. The beer that forged the legend of the BFM across the Atlantic.",11.0,375.0,41.25,32.54625,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,30,27,6,60,113,0,74,5,6,19
BFM Brasserie Des Franches-Montagnes La Meule,La MeuleBFM (Brasserie des Franches-Montagnes),BFM Brasserie Des Franches-Montagnes,Herb and Spice Beer,"La Meule, blond ale with sage, frankly bitter with a subtle bouquet.",6.0,375.0,22.5,17.7525,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,21,38,19,39,92,0,62,82,46,27
BJ's Chicago Pizza & Brewery Inc. BJ's Jeremiah Red Ale,Jeremiah Red Ale,BJ's Chicago Pizza & Brewery Inc.,Red Ale - Irish,A Silver Medal winner in Strong Ales at the 1996 Great American Beer Festival. This Irish-style strong ale is brewed with a secret blend of five imported specialty malts. Not too hoppy in order to emphasize the complex malt flavor and fruity aroma.25 IBU,7.3,375.0,27.375,21.598875,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,4,22,36,61,23,0,18,39,3,88
BJ's Restaurant & Brewhouse Jeremiah Red Ale,Jeremiah Red Ale,BJ's Restaurant & Brewhouse,Red Ale - Irish,A Silver Medal winner in Strong Ales at the 1996 Great American Beer Festival. This Irish-style strong ale is brewed with a secret blend of five imported specialty malts. Not too hoppy in order to emphasize the complex malt flavor and fruity aroma.25 IBU,7.3,375.0,27.375,21.598875,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,11,32,27,66,18,0,16,32,2,70
BOSS Browar Witnica S.A. Black Boss Porter,Black Boss Porter,BOSS Browar Witnica S.A.,Porter - Baltic,,9.4,375.0,35.25,27.812250000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,10,80,39,86,26,0,37,27,18,89
BOSS Browar Witnica S.A. Boss Beer,Boss Beer,BOSS Browar Witnica S.A.,Lager - European Strong,,8.1,375.0,30.375,23.965875,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,13,26,17,61,12,2,6,26,1,85
Back Forty Beer Co. Truck Stop Honey Brown Ale,Truck Stop Honey Brown Ale,Back Forty Beer Co.,Brown Ale - English,"Hops: Magnum and WillametteMalts: Honey malt, Crystall malt and Chocolate maltHoney: Alabama Wildflower (Mobile, AL)",6.0,375.0,22.5,17.7525,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,9,30,15,97,8,0,6,30,2,135
"Badger Brewery, Hall and Woodhouse England's Gold",England's Gold,"Badger Brewery, Hall and Woodhouse",Mild Ale - English Pale,,4.6,375.0,17.249999999999996,13.610249999999997,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,8,10,14,13,11,0,10,21,3,5
Badische Staatsbrauerei Rothaus AG Rothaus Pils Tannen Zäpfle,Rothaus Pils Tannen Zäpfle,Badische Staatsbrauerei Rothaus AG,Pilsner - German,,5.1,375.0,19.124999999999996,15.089624999999998,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,34,46,45,18,22,1,23,95,4,67
Bahamian Brewery Beverage & Co. Ltd. Strong Back Stout,Strong Back Stout,Bahamian Brewery Beverage & Co. Ltd.,Stout - Foreign / Export,,7.6,375.0,28.5,22.4865,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,3,52,31,30,2,0,2,17,3,67
Baird Brewing Company / Fishmarket Taproom Kurofune Porter,Kurofune Porter,Baird Brewing Company / Fishmarket Taproom,Porter - Baltic,,6.0,375.0,22.5,17.7525,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,13,108,85,81,20,1,33,52,10,147
Baird Brewing Company / Fishmarket Taproom West Coast Wheat Wine,West Coast Wheat Wine,Baird Brewing Company / Fishmarket Taproom,Wheat Beer - Wheatwine,"Brewer's Notes: Wheat Wine is a beer style born on the U.S. West Coast in the 1980s (legend has it that the style was conceived and first crafted at a small brewery-pub in Sacramento, California). It has as its progenitor the English Barley Wine beer style. Wheat Wine, as a beer style, is characterized by a massively rich complexity imbued with a tenaciously strong-willed sense of balance. It is a style indicative of the irreverent creativity and unrelenting passion for beer that form the hallmarks of craft brewing in the West Coast of the United States. Baird West Coast Wheat Wine is crafted in homage to the skilled brewing artisans and fearless beer entrepreneurs that have pioneered craft brewing on Americas great West Coast.Baird West Coast Wheat Wine is a heavyweight  this year (2005) tipping the scales at approximately 9.5% alcohol by volume. 50 percent of the fermentable extract is derived from malted wheat, and this lends a quenching drinkability rare to beers of this strength. This drinkability is buttressed further by a 10 percent addition of Japanese candy sugar which lends to the beer a character reminiscent of a Belgian-style Tripel. The hops once again are 100% American West Coast types; this year, though, large additions of Vanguard and Sterling render the hop character softer and spicier than last years boldly citrus performance.",10.5,375.0,39.375,31.066875000000003,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,18,45,37,96,63,0,81,32,7,70
Ballast Point Brewing Company Barmy Ale,Barmy,Ballast Point Brewing Company,Strong Ale - American,"Made with 2-row malt, Galena hops, house yeast, apricots and carmelized honey. On old sailing ships, barm was the foam on top of fermenting fruit and Barmy was the adjective used to describe it.",12.0,375.0,45.0,35.505,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,14,60,23,206,56,4,115,37,17,93
Ballast Point Brewing Company Big Eye Double Ginger,Big Eye,Ballast Point Brewing Company,IPA - American,,7.0,375.0,26.25,20.71125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,26,37,68,42,53,2,68,103,4,43
Ballast Point Brewing Company Black Marlin Porter,Black Marlin,Ballast Point Brewing Company,Porter - American,,6.0,375.0,22.5,17.7525,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,11,77,56,65,14,0,21,38,13,97
Ballast Point Brewing Company Dorado Double IPA,Dorado,Ballast Point Brewing Company,IPA - Imperial,,10.0,375.0,37.5,29.587500000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,11,34,67,57,72,2,92,89,3,47
Ballast Point Brewing Company Fathom India Pale Lager,Fathom IPL,Ballast Point Brewing Company,Lager - India Pale Lager (IPL),,7.0,375.0,26.25,20.71125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,16,40,62,34,55,1,72,75,5,45
Ballast Point Brewing Company Ghost Pepper Sculpin,Sculpin,Ballast Point Brewing Company,IPA - American,Originally named Northstar IPA. Debuted in 2005.,7.0,375.0,26.25,20.71125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,20,34,69,43,53,0,72,92,4,28
Ballast Point Brewing Company Indra Kunindra,Indra Kunindra,Ballast Point Brewing Company,Stout - Foreign / Export,"Indra Kunindra is a burst of madras curry, cumin, cayenne, coconut, and kaffir lime leaf. Enjoy!Our India-style Export Stout is a unique collaboration with award-winning home brewer Alex Tweet. Released in limited quantities, this explosion of South Asian flavors is reason enough to kneel down and thank the heavens. And further proof of San Diego's status as a brewer's playground, and a beer lover's utopia.",7.0,375.0,26.25,20.71125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,8,40,21,20,35,0,71,13,169,38
Ballast Point Brewing Company Longfin Lager,Longfin Lager,Ballast Point Brewing Company,Lager - Helles,"Our Longfin Lager has become one of the go-to beers with the team at the brewery. A solidly balanced Helles that finishes clean with a hint of hops, it would easily fit in at any German beer garden. But we think it’s perfect for enjoying on the beach, the boat or anywhere else you can put an ice chest full of beer.",4.5,375.0,16.875,13.314375,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,34,19,32,18,6,1,9,51,6,48
